,CustomerID,count,min,max,mean,sum,categ_0,categ_1,categ_2,categ_3,categ_4,LastPurchase,FirstPurchase,cluster
0,12347,5,382.52,711.79,558.1719999999999,2790.8599999999997,87.12869868069343,5.461398995291775,0.4192256150433916,4.109844277391199,2.8808324315802296,59,297,0
1,12348,4,227.44,892.8,449.31,1797.24,95.32616678907658,1.1350737797956867,0.0,3.538759431127729,0.0,5,288,0
2,12350,1,334.40000000000003,334.40000000000003,334.40000000000003,334.40000000000003,80.4425837320574,15.07177033492823,4.485645933014354,0.0,0.0,240,240,10
3,12352,6,144.35,840.3,345.66333333333336,2073.98,93.12433099644161,0.723247090135874,0.0,0.0,6.152421913422501,2,226,0
4,12353,1,89.0,89.0,89.0,89.0,100.0,0.0,0.0,0.0,0.0,134,134,0
5,12354,1,1079.4,1079.4,1079.4,1079.4,81.07467111358162,5.767092829349639,0.0,9.74893459329257,3.409301463776172,162,162,4
6,12355,1,459.40000000000003,459.40000000000003,459.40000000000003,459.40000000000003,96.14714845450587,0.0,0.0,3.852851545494123,0.0,144,144,0
7,12356,2,481.46000000000004,2271.62,1376.54,2753.08,83.53625757333603,4.998038560448661,5.0270969241722,3.6504569427695523,2.788149999273541,175,255,4
8,12358,1,484.86,484.86,484.86,484.86,93.2186610567999,0.0,0.0,3.0936765251825267,3.6876624180175717,80,80,0
9,12359,3,547.5,1803.11,1153.31,3459.93,79.51403641114126,9.584008925036056,0.4595468694453356,5.914859549181632,4.527548245195712,119,261,4
10,12360,2,534.7,1083.58,809.14,1618.28,82.66925377561361,1.2853152730059074,0.0,11.549299256000197,4.49613169538028,42,130,4
11,12361,1,189.9,189.9,189.9,189.9,73.30173775671405,0.0,0.0,18.009478672985782,8.688783570300158,217,217,10
12,12362,5,303.76,829.99,510.908,2554.54,85.27680130277858,2.324488949086724,1.8202885842460874,4.55189584034699,6.026525323541616,2,225,10
13,12363,2,252.9,299.1,276.0,552.0,85.76086956521739,0.0,8.260869565217392,5.978260869565218,0.0,39,172,0
14,12364,2,79.8,623.92,351.85999999999996,703.7199999999999,89.18603990223386,3.112033195020747,0.0,5.82618086739044,1.875746035354971,8,42,0
15,12365,2,320.69,320.69,320.69,641.38,88.17549658548754,6.305154510586548,0.0,5.519348903925911,0.0,221,221,0
16,12370,3,277.2,1587.07,934.2199999999999,2802.66,79.47378561794866,8.964697822782643,1.707306630129948,3.5965832459163796,6.257626683222367,204,290,10
17,12372,3,383.12,515.7,432.68,1298.04,86.58592955532957,1.5346214292317648,0.0,11.879449015438663,0.0,1,226,0
18,12373,1,364.6,364.6,364.6,364.6,66.75809105869446,0.0,0.0,15.139879319802525,18.102029621503014,241,241,10
19,12375,1,230.3,230.3,230.3,230.3,86.19192357794181,13.808076422058186,0.0,0.0,0.0,28,28,0
20,12377,2,626.6,1001.52,814.06,1628.12,85.5391494484436,4.182738373092892,0.0,9.264673365599586,1.013438812863917,245,284,4
21,12378,1,4008.62,4008.62,4008.62,4008.62,76.31678732331825,5.125953570056529,3.1996048515449202,9.0988918879814,6.258762367098902,59,59,7
22,12379,2,392.40000000000003,457.89,425.145,850.29,79.32470098437004,0.0,0.0,11.396111914758496,9.279187100871468,11,100,10
23,12380,2,607.5500000000001,626.01,616.78,1233.56,61.023379487013194,6.582574013424561,13.635331884950874,7.733713803949545,11.025000810661826,8,115,5
24,12381,1,1227.39,1227.39,1227.39,1227.39,78.15853151809937,5.34304499792242,3.6540952753403557,2.4686529953804417,10.3756752132574,49,49,4
25,12383,5,99.45,639.91,367.86199999999997,1839.31,87.36917648466002,0.8155232125090388,2.5607428872783817,6.617699028440013,2.6368583871125586,114,282,0
26,12384,1,273.58000000000004,273.58000000000004,273.58000000000004,273.58000000000004,82.4548578112435,7.237371152862051,0.0,10.307771035894437,0.0,51,51,10
27,12386,2,143.0,258.90000000000003,200.95000000000002,401.90000000000003,81.78651405822343,10.748942523015675,0.0,0.0,7.4645434187608855,267,296,10
28,12388,5,124.05000000000001,902.09,498.85200000000003,2494.26,82.96929750707625,2.419956219479926,8.498713045151666,0.40893892376897345,5.7030943045231846,5,256,10
29,12390,1,549.84,549.84,549.84,549.84,92.96158882584024,0.0,0.0,7.038411174159756,0.0,9,9,0
30,12393,4,177.00000000000003,521.5,395.65,1582.6,65.87893340073299,8.48603563755845,2.4263869581701,9.36433716668773,13.844306836850754,2,262,10
31,12394,1,381.08,381.08,381.08,381.08,100.0,0.0,0.0,0.0,0.0,147,147,0
32,12395,8,149.97,346.1,235.22125,1881.77,83.79982675884938,1.8493227121274116,0.0,13.298649675571403,1.0522008534518033,42,301,10
33,12397,1,1214.81,1214.81,1214.81,1214.81,90.5540784155547,0.0,0.0,6.8652711123550185,2.580650472090286,65,65,4
34,12399,4,130.08,480.9,277.1625,1108.65,79.95399810580436,0.8983899337031522,0.0,17.65931538357462,1.4882965769178729,49,191,10
35,12401,1,84.3,84.3,84.3,84.3,87.01067615658363,12.98932384341637,0.0,0.0,0.0,233,233,0
36,12402,1,225.60000000000002,225.60000000000002,225.60000000000002,225.60000000000002,79.12234042553192,0.0,5.186170212765957,15.69148936170213,0.0,253,253,10
37,12405,1,1710.39,1710.39,1710.39,1710.39,81.47673922321809,6.584463192605196,2.3152614316033184,5.817386677892176,3.8061494746812135,78,78,4
38,12406,1,1486.7,1486.7,1486.7,1486.7,79.48140176229232,3.753279074460213,0.0,15.877446694020314,0.8878724692271474,113,113,4
39,12407,4,192.34,719.06,351.84,1407.36,78.6536493860846,6.51006139154161,1.4068894952251023,7.673942701227833,5.755457025920874,64,194,10
40,12408,4,56.900000000000006,751.49,525.8,2103.2,86.42402054012933,1.7035945226321798,0.0,9.670977558006848,2.201407379231647,28,190,0
41,12409,2,4860.64,6196.29,5528.465,11056.93,82.38028096406507,3.4512292290898103,6.462915112965352,4.2109337763737305,3.4946409175060347,8,112,7
42,12410,2,68.0,613.08,340.54,681.08,93.85094262054385,4.66905503024608,0.0,0.0,1.480002349210078,238,238,0
43,12412,3,336.14,514.5,408.96000000000004,1226.88,91.891627543036,6.445618153364631,0.0,0.0,1.6627543035993737,4,99,0
44,12413,2,84.65,415.3,249.97500000000002,499.95000000000005,84.6984698469847,0.0,0.0,15.3015301530153,0.0,166,267,0
45,12414,3,153.76,242.8,187.47000000000003,562.4100000000001,80.37019256414358,0.0,19.629807435856403,0.0,0.0,147,240,5
46,12415,13,61.2,22775.93,7754.733076923077,100811.53,85.8649600893866,2.1092825394079426,1.6377094961260878,4.85824389333244,5.529803981746929,29,267,3
47,12417,7,259.39,562.69,395.1671428571429,2766.17,88.8557102419591,3.6248675967131447,1.464118257373914,5.1497196484670145,0.9055842554868283,36,287,0
48,12418,1,668.58,668.58,668.58,668.58,87.32836758503095,2.9973974692632144,0.0,7.296060306919141,2.3781746387866822,42,42,4
49,12421,3,157.45,239.35000000000002,209.51999999999998,628.56,84.43585337915236,5.441008018327607,1.6036655211912947,8.519473081328753,0.0,44,249,0
50,12422,3,147.7,417.36,267.8533333333333,803.56,80.67972522275873,7.808999950221515,6.86943103190801,0.0,4.641843795111752,25,254,10
51,12423,7,84.92,347.35,234.35285714285715,1640.47,79.76250708638378,4.486519107328998,3.3027120276506126,8.031844532359628,4.416417246276982,30,283,10
52,12424,2,294.64,1466.32,880.48,1760.96,96.69498455387972,0.9369889151371978,0.9369889151371978,1.4310376158459024,0.0,92,92,0
53,12425,1,777.2,777.2,777.2,777.2,62.164179104477604,19.758106021616058,0.0,8.492022645393721,9.585692228512608,8,8,4
54,12426,1,582.73,582.73,582.73,582.73,70.00669263638392,2.5740909168911847,4.787809105417604,16.525663686441405,6.10574365486589,124,124,10
55,12427,1,246.55,246.55,246.55,246.55,83.51247211518962,3.102818900831474,0.0,6.205637801662948,7.179071182315962,301,301,10
56,12428,8,373.72,2462.42,933.6075000000001,7468.860000000001,86.24649544910467,5.551985175783185,1.372364725004887,5.050971634225303,1.7781830158819418,50,213,4
57,12429,3,437.98,1281.5,948.2933333333334,2844.88,81.10078456736312,12.253592418660892,0.8225303000478051,4.038834678439864,1.7842580354883162,102,295,4
